customer_id,contract_type_id,payment_type_id,internet_service_type_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,internet_service_type,payment_type,contract_type,contract_type_id,paperless_billing,payment_type_id,monthly_charges,total_charges,signup_date,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn_month
7876-BEUTG,1,2,1,Female,0,No,No,15,Yes,Yes,No,No,No,No,No,No,Yes,48.8,720.1,No,DSL,"Mailed check",Month-to-month,1,Yes,2,48.8,720.1,"2020-10-21 18:07:34",Yes,Yes,1,No,No,No,No,No,No,NULL
7905-NJMXS,1,1,1,Male,1,Yes,No,7,Yes,Yes,Yes,Yes,No,Yes,No,No,No,64.2,475,No,DSL,"Electronic check",Month-to-month,1,No,1,64.2,475,"2021-06-21 18:07:34",Yes,Yes,1,Yes,Yes,No,Yes,No,No,NULL
8003-EWNDZ,1,1,3,Female,0,No,No,10,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,21.2,222.65,No,None,"Electronic check",Month-to-month,1,Yes,1,21.2,222.65,"2021-03-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
8125-QPFJD,3,3,1,Female,0,Yes,No,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,84.9,6065.3,No,DSL,"Bank transfer (automatic)","Two year",3,Yes,3,84.9,6065.3,"2016-01-21 18:07:34",Yes,Yes,1,Yes,No,Yes,Yes,Yes,Yes,NULL
8149-RSOUN,1,1,2,Female,0,No,No,1,Yes,Yes,No,No,No,No,Yes,Yes,Yes,93.85,93.85,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,93.85,93.85,"2021-12-21 18:07:34",Yes,Yes,2,No,No,No,No,Yes,Yes,2022-01-31
8670-MEFCP,3,4,1,Female,0,Yes,Yes,36,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,92.9,3379.25,No,DSL,"Credit card (automatic)","Two year",3,Yes,4,92.9,3379.25,"2019-01-21 18:07:34",Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,NULL
9069-LGEUL,1,3,1,Male,0,Yes,No,23,Yes,No,Yes,No,No,No,No,Yes,Yes,59.95,1406,No,DSL,"Bank transfer (automatic)",Month-to-month,1,Yes,3,59.95,1406,"2020-02-21 18:07:34",Yes,No,1,Yes,No,No,No,No,Yes,NULL
9258-CNWAC,3,4,2,Female,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,113.65,8166.8,No,"Fiber optic","Credit card (automatic)","Two year",3,No,4,113.65,8166.8,"2016-02-21 18:07:34",Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,NULL
9659-QEQSY,1,1,2,Female,0,No,No,45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,115.65,5125.5,No,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,115.65,5125.5,"2018-04-21 18:07:34",Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,NULL
2041-JIJCI,1,1,1,Female,0,No,No,5,Yes,Yes,No,Yes,No,No,No,Yes,Yes,64,370.25,No,DSL,"Electronic check",Month-to-month,1,Yes,1,64,370.25,"2021-08-21 18:07:34",Yes,Yes,1,No,Yes,No,No,No,Yes,NULL
2223-KAGMX,1,3,3,Female,0,No,No,15,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.4,289.3,Yes,None,"Bank transfer (automatic)",Month-to-month,1,No,3,19.4,289.3,"2020-10-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",2022-01-31
2619-WFQWU,1,2,2,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,70.15,70.15,Yes,"Fiber optic","Mailed check",Month-to-month,1,Yes,2,70.15,70.15,"2021-12-21 18:07:34",Yes,No,2,No,No,No,No,No,No,2022-01-31
2824-MYYBN,1,1,2,Female,0,Yes,Yes,37,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95.25,3314.15,No,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,95.25,3314.15,"2018-12-21 18:07:34",Yes,Yes,2,No,No,No,No,Yes,Yes,NULL
2959-EEXWB,1,3,1,Female,0,Yes,Yes,45,No,"No phone service",Yes,No,No,No,Yes,Yes,Yes,50.9,2333.85,No,DSL,"Bank transfer (automatic)",Month-to-month,1,Yes,3,50.9,2333.85,"2018-04-21 18:07:34",No,"No phone service",1,Yes,No,No,No,Yes,Yes,NULL
2967-MXRAV,2,2,3,Male,0,Yes,Yes,1,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,18.8,18.8,No,None,"Mailed check","One year",2,No,2,18.8,18.8,"2021-12-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
2984-AFWNC,1,1,2,Female,0,No,No,3,Yes,No,No,Yes,No,No,Yes,Yes,No,95.4,293.15,No,"Fiber optic","Electronic check",Month-to-month,1,No,1,95.4,293.15,"2021-10-21 18:07:34",Yes,No,2,No,Yes,No,No,Yes,Yes,NULL
3594-UVONA,2,4,1,Female,0,No,No,35,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,85.95,3110.1,Yes,DSL,"Credit card (automatic)","One year",2,Yes,4,85.95,3110.1,"2019-02-21 18:07:34",Yes,Yes,1,Yes,No,Yes,Yes,Yes,Yes,2022-01-31
3763-GCZHZ,2,1,2,Male,0,Yes,No,66,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,104.05,6890,Yes,"Fiber optic","Electronic check","One year",2,Yes,1,104.05,6890,"2016-07-21 18:07:34",Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,2022-01-31
3863-IUBJR,2,4,1,Male,0,Yes,Yes,12,Yes,No,No,No,No,No,No,Yes,No,53.65,696.35,Yes,DSL,"Credit card (automatic)","One year",2,No,4,53.65,696.35,"2021-01-21 18:07:34",Yes,No,1,No,No,No,No,No,Yes,2022-01-31
3878-AVSOQ,1,1,2,Female,1,No,No,1,Yes,No,No,No,No,No,No,No,Yes,71.25,71.25,No,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,71.25,71.25,"2021-12-21 18:07:34",Yes,No,2,No,No,No,No,No,No,NULL
3992-YWPKO,1,4,2,Female,0,No,No,6,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,109.9,669.45,Yes,"Fiber optic","Credit card (automatic)",Month-to-month,1,Yes,4,109.9,669.45,"2021-07-21 18:07:34",Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,2022-01-31
4057-FKCZK,3,3,2,Male,0,Yes,Yes,58,Yes,Yes,No,No,No,No,Yes,No,No,82.5,4828.05,No,"Fiber optic","Bank transfer (automatic)","Two year",3,No,3,82.5,4828.05,"2017-03-21 18:07:34",Yes,Yes,2,No,No,No,No,Yes,No,NULL
4137-JOPHL,3,3,2,Female,0,No,No,50,Yes,No,No,No,Yes,Yes,No,Yes,Yes,89.7,4304.5,No,"Fiber optic","Bank transfer (automatic)","Two year",3,Yes,3,89.7,4304.5,"2017-11-21 18:07:34",Yes,No,2,No,No,Yes,Yes,No,Yes,NULL
4355-CVPVS,2,3,2,Female,0,Yes,Yes,56,Yes,No,No,No,No,No,Yes,Yes,No,88.9,4968,No,"Fiber optic","Bank transfer (automatic)","One year",2,No,3,88.9,4968,"2017-05-21 18:07:34",Yes,No,2,No,No,No,No,Yes,Yes,NULL
4439-JMPMT,1,1,2,Female,0,Yes,Yes,5,Yes,No,No,No,No,Yes,Yes,No,Yes,85.75,470.95,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,85.75,470.95,"2021-08-21 18:07:34",Yes,No,2,No,No,No,Yes,Yes,No,2022-01-31
4811-JBUVU,1,4,2,Male,0,No,No,30,Yes,Yes,No,No,No,Yes,No,Yes,Yes,89.9,2723.15,No,"Fiber optic","Credit card (automatic)",Month-to-month,1,Yes,4,89.9,2723.15,"2019-07-21 18:07:34",Yes,Yes,2,No,No,No,Yes,No,Yes,NULL
4915-BFSXL,3,4,1,Male,0,Yes,Yes,70,Yes,Yes,Yes,No,Yes,No,Yes,No,No,68.95,4858.7,No,DSL,"Credit card (automatic)","Two year",3,No,4,68.95,4858.7,"2016-03-21 18:07:34",Yes,Yes,1,Yes,No,Yes,No,Yes,No,NULL
4919-MOAVT,1,1,2,Male,0,No,Yes,3,Yes,No,No,No,No,No,No,No,No,69.65,220.1,Yes,"Fiber optic","Electronic check",Month-to-month,1,No,1,69.65,220.1,"2021-10-21 18:07:34",Yes,No,2,No,No,No,No,No,No,2022-01-31
5063-IUOKK,3,2,3,Male,0,No,No,13,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.75,265.75,No,None,"Mailed check","Two year",3,No,2,19.75,265.75,"2020-12-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
5160-UXJED,2,2,1,Male,0,No,Yes,17,Yes,No,No,No,No,No,No,No,No,44.6,681.4,No,DSL,"Mailed check","One year",2,No,2,44.6,681.4,"2020-08-21 18:07:34",Yes,No,1,No,No,No,No,No,No,NULL
5277-ZLOOR,1,1,2,Female,1,No,No,2,Yes,Yes,No,No,No,No,Yes,No,Yes,85.55,187.45,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,85.55,187.45,"2021-11-21 18:07:34",Yes,Yes,2,No,No,No,No,Yes,No,2022-01-31
5651-CRHKQ,2,3,2,Female,0,Yes,No,41,Yes,No,No,Yes,Yes,Yes,No,No,Yes,86.2,3339.05,No,"Fiber optic","Bank transfer (automatic)","One year",2,Yes,3,86.2,3339.05,"2018-08-21 18:07:34",Yes,No,2,No,Yes,Yes,Yes,No,No,NULL
5923-GXUOC,1,1,2,Male,0,No,No,10,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,104.4,1081.45,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,104.4,1081.45,"2021-03-21 18:07:34",Yes,No,2,Yes,Yes,Yes,No,Yes,Yes,2022-01-31
6900-PXRMS,1,1,2,Male,1,Yes,Yes,26,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,105.75,2710.25,Yes,"Fiber optic","Electronic check",Month-to-month,1,No,1,105.75,2710.25,"2019-11-21 18:07:34",Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2022-01-31
6981-TDRFT,2,1,1,Male,0,Yes,Yes,44,No,"No phone service",No,No,Yes,Yes,Yes,Yes,Yes,54.3,2317.1,No,DSL,"Electronic check","One year",2,Yes,1,54.3,2317.1,"2018-05-21 18:07:34",No,"No phone service",1,No,No,Yes,Yes,Yes,Yes,NULL
7030-NJVDP,1,1,2,Male,0,Yes,No,24,Yes,No,Yes,No,No,Yes,No,Yes,Yes,89.25,2210.2,No,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,89.25,2210.2,"2020-01-21 18:07:34",Yes,No,2,Yes,No,No,Yes,No,Yes,NULL
7235-NXZCP,1,2,2,Male,1,No,No,2,Yes,Yes,No,No,No,No,No,No,Yes,74.85,156.4,Yes,"Fiber optic","Mailed check",Month-to-month,1,Yes,2,74.85,156.4,"2021-11-21 18:07:34",Yes,Yes,2,No,No,No,No,No,No,2022-01-31
7581-EBBOU,2,4,1,Female,0,No,No,60,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,70.15,4224.7,No,DSL,"Credit card (automatic)","One year",2,Yes,4,70.15,4224.7,"2017-01-21 18:07:34",Yes,No,1,No,Yes,Yes,Yes,Yes,No,NULL
7672-VFMXZ,1,1,1,Male,0,Yes,No,57,Yes,No,Yes,No,No,Yes,No,No,No,55.7,3171.6,No,DSL,"Electronic check",Month-to-month,1,No,1,55.7,3171.6,"2017-04-21 18:07:34",Yes,No,1,Yes,No,No,Yes,No,No,NULL
7684-XSZIY,3,3,3,Male,0,Yes,Yes,72,Yes,Yes,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,24.3,1643.25,No,None,"Bank transfer (automatic)","Two year",3,No,3,24.3,1643.25,"2016-01-21 18:07:34",Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
7743-EXURX,1,1,1,Male,0,Yes,Yes,8,Yes,No,No,No,Yes,No,No,No,Yes,51.05,415.05,Yes,DSL,"Electronic check",Month-to-month,1,Yes,1,51.05,415.05,"2021-05-21 18:07:34",Yes,No,1,No,No,Yes,No,No,No,2022-01-31
7752-XUSCI,1,1,2,Female,0,No,No,60,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,105.9,6396.45,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,105.9,6396.45,"2017-01-21 18:07:34",Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2022-01-31
7825-GKXMW,1,1,1,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,45.8,45.8,Yes,DSL,"Electronic check",Month-to-month,1,No,1,45.8,45.8,"2021-12-21 18:07:34",Yes,No,1,No,No,No,No,No,No,2022-01-31
7964-ZRKKG,2,3,2,Male,0,Yes,No,67,Yes,Yes,No,Yes,No,No,Yes,No,Yes,88.4,5798.3,No,"Fiber optic","Bank transfer (automatic)","One year",2,Yes,3,88.4,5798.3,"2016-06-21 18:07:34",Yes,Yes,2,No,Yes,No,No,Yes,No,NULL
7989-VCQOH,1,1,1,Male,0,Yes,Yes,18,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,83.25,1611.15,No,DSL,"Electronic check",Month-to-month,1,No,1,83.25,1611.15,"2020-07-21 18:07:34",Yes,No,1,Yes,No,Yes,Yes,Yes,Yes,NULL
8091-TTVAX,2,4,2,Male,0,Yes,No,58,Yes,Yes,No,No,Yes,No,Yes,Yes,No,100.35,5681.1,No,"Fiber optic","Credit card (automatic)","One year",2,No,4,100.35,5681.1,"2017-03-21 18:07:34",Yes,Yes,2,No,No,Yes,No,Yes,Yes,NULL
8259-NFJTV,1,2,1,Female,0,Yes,Yes,7,No,"No phone service",Yes,No,No,Yes,No,No,No,34.65,246.6,No,DSL,"Mailed check",Month-to-month,1,No,2,34.65,246.6,"2021-06-21 18:07:34",No,"No phone service",1,Yes,No,No,Yes,No,No,NULL
8701-DGLVH,3,2,3,Male,0,No,No,51,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,20.45,1042.65,No,None,"Mailed check","Two year",3,No,2,20.45,1042.65,"2017-10-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
8769-KKTPH,2,4,2,Female,0,Yes,Yes,63,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,99.65,6311.2,No,"Fiber optic","Credit card (automatic)","One year",2,Yes,4,99.65,6311.2,"2016-10-21 18:07:34",Yes,Yes,2,Yes,No,No,No,Yes,Yes,NULL
8958-JPTRR,2,1,3,Female,0,Yes,No,56,Yes,Yes,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,24.3,1261.7,No,None,"Electronic check","One year",2,No,1,24.3,1261.7,"2017-05-21 18:07:34",Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
8963-MQVYN,1,1,3,Female,0,No,Yes,22,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,20.55,469.85,No,None,"Electronic check",Month-to-month,1,Yes,1,20.55,469.85,"2020-03-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
9053-JZFKV,3,4,2,Male,0,No,No,67,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,116.2,7752.3,Yes,"Fiber optic","Credit card (automatic)","Two year",3,No,4,116.2,7752.3,"2016-06-21 18:07:34",Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,2022-01-31
9674-EHPPG,3,4,1,Male,0,Yes,No,46,No,"No phone service",Yes,No,Yes,Yes,No,No,No,40.4,1842.7,No,DSL,"Credit card (automatic)","Two year",3,No,4,40.4,1842.7,"2018-03-21 18:07:34",No,"No phone service",1,Yes,No,Yes,Yes,No,No,NULL
9795-SHUHB,3,4,1,Female,0,Yes,Yes,66,Yes,No,Yes,Yes,No,Yes,No,No,Yes,58.2,3810.8,No,DSL,"Credit card (automatic)","Two year",3,Yes,4,58.2,3810.8,"2016-07-21 18:07:34",Yes,No,1,Yes,Yes,No,Yes,No,No,NULL
9824-BEMCV,1,1,2,Male,0,Yes,Yes,17,Yes,No,No,No,No,No,No,No,Yes,69,1149.65,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,69,1149.65,"2020-08-21 18:07:34",Yes,No,2,No,No,No,No,No,No,2022-01-31
9862-KJTYK,1,4,1,Male,0,No,Yes,19,No,"No phone service",No,No,No,No,No,No,Yes,25.35,566.1,No,DSL,"Credit card (automatic)",Month-to-month,1,Yes,4,25.35,566.1,"2020-06-21 18:07:34",No,"No phone service",1,No,No,No,No,No,No,NULL
9871-ELEYA,3,4,1,Female,0,No,Yes,34,Yes,No,Yes,No,Yes,Yes,Yes,No,No,67.65,2339.3,No,DSL,"Credit card (automatic)","Two year",3,No,4,67.65,2339.3,"2019-03-21 18:07:34",Yes,No,1,Yes,No,Yes,Yes,Yes,No,NULL
9885-MFVSU,3,4,1,Female,0,Yes,Yes,35,No,"No phone service",Yes,No,No,Yes,Yes,No,Yes,46.35,1662.05,No,DSL,"Credit card (automatic)","Two year",3,Yes,4,46.35,1662.05,"2019-02-21 18:07:34",No,"No phone service",1,Yes,No,No,Yes,Yes,No,NULL
1085-LDWAM,2,4,3,Female,0,Yes,Yes,69,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,20.35,1442.65,No,None,"Credit card (automatic)","One year",2,Yes,4,20.35,1442.65,"2016-04-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
1360-XFJMR,2,4,2,Female,0,Yes,No,67,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,109.7,7344.45,No,"Fiber optic","Credit card (automatic)","One year",2,Yes,4,109.7,7344.45,"2016-06-21 18:07:34",Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,NULL
1513-XNPPH,1,1,2,Female,0,No,No,12,Yes,No,No,No,Yes,Yes,No,Yes,Yes,89.4,1095.65,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,89.4,1095.65,"2021-01-21 18:07:34",Yes,No,2,No,No,Yes,Yes,No,Yes,2022-01-31
1729-VLAZJ,2,2,1,Female,0,No,Yes,10,No,"No phone service",Yes,Yes,No,Yes,No,No,No,40.25,411.45,No,DSL,"Mailed check","One year",2,No,2,40.25,411.45,"2021-03-21 18:07:34",No,"No phone service",1,Yes,Yes,No,Yes,No,No,NULL
1867-TJHTS,1,3,2,Female,0,No,No,58,Yes,Yes,Yes,No,No,No,No,No,Yes,79.8,4526.85,No,"Fiber optic","Bank transfer (automatic)",Month-to-month,1,Yes,3,79.8,4526.85,"2017-03-21 18:07:34",Yes,Yes,2,Yes,No,No,No,No,No,NULL
1960-UYCNN,1,1,2,Male,0,No,No,10,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,95.25,1021.55,No,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,95.25,1021.55,"2021-03-21 18:07:34",Yes,Yes,2,No,Yes,Yes,No,No,Yes,NULL
2017-CCBLH,3,2,3,Female,0,No,No,8,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,20,141.6,No,None,"Mailed check","Two year",3,No,2,20,141.6,"2021-05-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
2240-HSJQD,1,2,2,Male,0,No,Yes,38,Yes,Yes,No,Yes,No,No,No,No,Yes,81.85,3141.7,No,"Fiber optic","Mailed check",Month-to-month,1,Yes,2,81.85,3141.7,"2018-11-21 18:07:34",Yes,Yes,2,No,Yes,No,No,No,No,NULL
2250-IVBWA,1,1,2,Male,0,Yes,Yes,64,Yes,No,Yes,Yes,No,No,No,No,No,81.05,5135.35,No,"Fiber optic","Electronic check",Month-to-month,1,No,1,81.05,5135.35,"2016-09-21 18:07:34",Yes,No,2,Yes,Yes,No,No,No,No,NULL
2338-BQEZT,1,4,1,Female,0,No,No,55,Yes,No,Yes,No,No,No,No,No,Yes,50.55,2832.75,No,DSL,"Credit card (automatic)",Month-to-month,1,Yes,4,50.55,2832.75,"2017-06-21 18:07:34",Yes,No,1,Yes,No,No,No,No,No,NULL
2359-KMGLI,1,1,2,Male,0,No,No,24,Yes,Yes,No,Yes,No,No,No,No,Yes,80.25,1861.5,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,80.25,1861.5,"2020-01-21 18:07:34",Yes,Yes,2,No,Yes,No,No,No,No,2022-01-31
2789-HQBOU,1,1,2,Male,0,No,No,3,Yes,No,No,No,No,No,No,Yes,Yes,80.35,253.8,No,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,80.35,253.8,"2021-10-21 18:07:34",Yes,No,2,No,No,No,No,No,Yes,NULL
2877-VDUER,2,2,1,Female,0,Yes,Yes,35,No,"No phone service",No,No,No,Yes,Yes,No,No,40.9,1383.6,No,DSL,"Mailed check","One year",2,No,2,40.9,1383.6,"2019-02-21 18:07:34",No,"No phone service",1,No,No,No,Yes,Yes,No,NULL
3097-NQYSN,1,2,2,Male,1,Yes,No,2,Yes,Yes,No,No,No,No,Yes,No,Yes,86.85,156.35,Yes,"Fiber optic","Mailed check",Month-to-month,1,Yes,2,86.85,156.35,"2021-11-21 18:07:34",Yes,Yes,2,No,No,No,No,Yes,No,2022-01-31
3234-VKACU,1,1,1,Male,0,No,No,2,Yes,No,No,No,No,Yes,Yes,Yes,No,70.3,132.4,No,DSL,"Electronic check",Month-to-month,1,No,1,70.3,132.4,"2021-11-21 18:07:34",Yes,No,1,No,No,No,Yes,Yes,Yes,NULL
3374-TTZTK,3,1,2,Male,0,Yes,No,52,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,106.3,5487,No,"Fiber optic","Electronic check","Two year",3,Yes,1,106.3,5487,"2017-09-21 18:07:34",Yes,No,2,Yes,Yes,Yes,Yes,Yes,Yes,NULL
3420-ZDBMA,1,2,2,Male,1,No,No,5,Yes,No,No,No,No,No,No,No,Yes,71.45,371.6,No,"Fiber optic","Mailed check",Month-to-month,1,Yes,2,71.45,371.6,"2021-08-21 18:07:34",Yes,No,2,No,No,No,No,No,No,NULL
3551-HUAZH,1,1,2,Male,1,No,No,1,Yes,Yes,No,No,No,No,No,No,Yes,74.4,74.4,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,74.4,74.4,"2021-12-21 18:07:34",Yes,Yes,2,No,No,No,No,No,No,2022-01-31
3662-FXJFO,3,2,3,Female,0,No,No,54,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,20.5,1035.7,No,None,"Mailed check","Two year",3,Yes,2,20.5,1035.7,"2017-07-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
3716-LRGXK,3,4,2,Male,0,Yes,No,60,Yes,Yes,No,No,Yes,No,Yes,Yes,No,101.15,6067.4,No,"Fiber optic","Credit card (automatic)","Two year",3,No,4,101.15,6067.4,"2017-01-21 18:07:34",Yes,Yes,2,No,No,Yes,No,Yes,Yes,NULL
3842-IYKUE,1,4,2,Female,0,No,No,35,Yes,Yes,No,Yes,No,Yes,No,No,No,85.3,2917.5,Yes,"Fiber optic","Credit card (automatic)",Month-to-month,1,No,4,85.3,2917.5,"2019-02-21 18:07:34",Yes,Yes,2,No,Yes,No,Yes,No,No,2022-01-31
3891-PUQOD,1,1,1,Female,0,No,Yes,1,Yes,No,No,No,Yes,No,No,Yes,No,59.2,59.2,Yes,DSL,"Electronic check",Month-to-month,1,No,1,59.2,59.2,"2021-12-21 18:07:34",Yes,No,1,No,No,Yes,No,No,Yes,2022-01-31
3896-RCYYE,1,4,1,Female,0,No,No,67,No,"No phone service",No,No,Yes,Yes,Yes,Yes,Yes,53.4,3579.15,No,DSL,"Credit card (automatic)",Month-to-month,1,Yes,4,53.4,3579.15,"2016-06-21 18:07:34",No,"No phone service",1,No,No,Yes,Yes,Yes,Yes,NULL
3956-MGXOG,1,1,2,Female,0,No,No,28,Yes,No,No,No,No,No,No,Yes,Yes,80.6,2244.95,No,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,80.6,2244.95,"2019-09-21 18:07:34",Yes,No,2,No,No,No,No,No,Yes,NULL
4184-TJFAN,1,2,2,Female,1,Yes,Yes,3,Yes,No,Yes,No,No,Yes,Yes,No,Yes,88.3,273.75,Yes,"Fiber optic","Mailed check",Month-to-month,1,Yes,2,88.3,273.75,"2021-10-21 18:07:34",Yes,No,2,Yes,No,No,Yes,Yes,No,2022-01-31
4335-UPJSI,3,2,3,Female,0,No,Yes,24,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.75,498.1,No,None,"Mailed check","Two year",3,No,2,19.75,498.1,"2020-01-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",NULL
4868-AADLV,2,1,2,Male,1,Yes,Yes,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,116.25,7862.25,No,"Fiber optic","Electronic check","One year",2,Yes,1,116.25,7862.25,"2016-07-21 18:07:34",Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,NULL
4871-JTKJF,1,1,2,Female,1,No,No,1,Yes,No,No,No,No,No,No,No,Yes,69.65,69.65,Yes,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,69.65,69.65,"2021-12-21 18:07:34",Yes,No,2,No,No,No,No,No,No,2022-01-31
5304-EFJLP,3,3,2,Male,1,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,111.65,8022.85,No,"Fiber optic","Bank transfer (automatic)","Two year",3,Yes,3,111.65,8022.85,"2016-01-21 18:07:34",Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,NULL
5382-SOYZL,1,1,2,Male,0,No,No,22,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95.1,2162.6,No,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,95.1,2162.6,"2020-03-21 18:07:34",Yes,Yes,2,No,No,No,No,Yes,Yes,NULL
5498-IBWPI,2,4,1,Female,0,Yes,Yes,66,Yes,No,No,No,No,Yes,No,No,Yes,49.4,3251.85,No,DSL,"Credit card (automatic)","One year",2,Yes,4,49.4,3251.85,"2016-07-21 18:07:34",Yes,No,1,No,No,No,Yes,No,No,NULL
5647-FXOTP,1,1,2,Female,1,Yes,No,60,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,105.9,6401.25,No,"Fiber optic","Electronic check",Month-to-month,1,Yes,1,105.9,6401.25,"2017-01-21 18:07:34",Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,NULL
5998-DZLYR,3,3,2,Female,0,Yes,No,61,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,94.35,5703,No,"Fiber optic","Bank transfer (automatic)","Two year",3,Yes,3,94.35,5703,"2016-12-21 18:07:34",Yes,Yes,2,No,Yes,No,Yes,No,Yes,NULL
